Doc ID,Question,Ground Truth,Prediction,Score,Category,L2 Category,Stage,Is Changed,Text Output,NormalizedTextOutput,Cumulative Confidence 1,Cumulative Confidence 2
1541,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.6224,0.6224
1541,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.6958,0.6958
1542,Is there a bird in the image?,yes,['No'],0.0,popular,Unknown,Stage 0,False,['No'],no,0.8774,0.8774
1542,Is there a bird in the image?,yes,['No'],0.0,popular,Unknown,Stage 1,False,['No'],no,0.9674,0.9673
1542,Is there a bird in the image?,yes,['No'],0.0,popular,Unknown,Stage 2,False,['No'],no,0.9865,0.9865
1542,Is there a bird in the image?,yes,['No'],0.0,popular,Unknown,Stage 3,False,['No'],no,0.9885,0.9884
1543,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.9085,0.9085
1543,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9873,0.9873
1543,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.989,0.989
1543,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.9865,0.9865
1544,Is there a truck in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 0,True,['No'],no,0.8221,0.8221
1544,Is there a truck in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 1,True,['Yes'],yes,0.8056,0.8055
1544,Is there a truck in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 2,True,['Yes'],yes,0.7371,0.7371
1544,Is there a truck in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 3,True,['Yes'],yes,0.8652,0.8652
1545,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.8499,0.8499
1545,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.8266,0.8266
1545,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.9072,0.9072
1545,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.7772,0.7772
1546,Is there a person in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 0,True,['No'],no,0.9294,0.9294
1546,Is there a person in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 1,True,['Yes'],yes,0.9525,0.9525
1546,Is there a person in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 2,True,['Yes'],yes,0.9892,0.9892
1546,Is there a person in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 3,True,['Yes'],yes,0.9925,0.9925
1547,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.8855,0.8855
1547,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9836,0.9836
1547,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.9923,0.9923
1547,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.9936,0.9936
1548,Is there a truck in the image?,yes,['No'],0.0,popular,Unknown,Stage 0,False,['No'],no,0.5311,0.5311
1548,Is there a truck in the image?,yes,['No'],0.0,popular,Unknown,Stage 1,False,['No'],no,0.8375,0.8375
1548,Is there a truck in the image?,yes,['No'],0.0,popular,Unknown,Stage 2,False,['No'],no,0.808,0.808
1548,Is there a truck in the image?,yes,['No'],0.0,popular,Unknown,Stage 3,False,['No'],no,0.7981,0.7981
1549,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.7431,0.743
1549,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9802,0.9802
1549,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.9913,0.9913
1549,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.9892,0.9892
1550,Is there a person in the image?,yes,['No'],0.0,popular,Unknown,Stage 0,False,['No'],no,0.8824,0.8824
1550,Is there a person in the image?,yes,['No'],0.0,popular,Unknown,Stage 1,False,['No'],no,0.978,0.978
1550,Is there a person in the image?,yes,['No'],0.0,popular,Unknown,Stage 2,False,['No'],no,0.9838,0.9838
1550,Is there a person in the image?,yes,['No'],0.0,popular,Unknown,Stage 3,False,['No'],no,0.9546,0.9546
1551,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.734,0.734
1551,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9678,0.9678
1551,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.9904,0.9904
1551,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.9873,0.9873
1552,Is there a sports ball in the image?,yes,['No'],0.0,popular,Unknown,Stage 0,False,['No'],no,0.7279,0.7279
1552,Is there a sports ball in the image?,yes,['No'],0.0,popular,Unknown,Stage 1,False,['No'],no,0.9711,0.9711
1552,Is there a sports ball in the image?,yes,['No'],0.0,popular,Unknown,Stage 2,False,['No'],no,0.9936,0.9936
1552,Is there a sports ball in the image?,yes,['No'],0.0,popular,Unknown,Stage 3,False,['No'],no,0.9942,0.9942
1553,Is there a cup in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.7577,0.7577
1553,Is there a cup in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9678,0.9678
1553,Is there a cup in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.9916,0.9916
1553,Is there a cup in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.9921,0.9921
1554,Is there a backpack in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 0,True,['No'],no,0.8705,0.8705
1554,Is there a backpack in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 1,True,['No'],no,0.8354,0.8354
1554,Is there a backpack in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 2,True,['Yes'],yes,0.9372,0.9372
1554,Is there a backpack in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 3,True,['Yes'],yes,0.9698,0.9697
1555,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.9032,0.9032
1555,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9883,0.9883
1555,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.9982,0.9982
1555,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.9979,0.9979
1556,Is there a person in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 0,True,['No'],no,0.9148,0.9148
1556,Is there a person in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 1,True,['Yes'],yes,0.9919,0.9919
1556,Is there a person in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 2,True,['Yes'],yes,0.9943,0.9943
1556,Is there a person in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 3,True,['Yes'],yes,0.9932,0.9932
1557,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.8705,0.8705
1557,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9831,0.983
1557,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.9939,0.9939
1557,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.9943,0.9943
1558,Is there an elephant in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 0,True,['No'],no,0.8947,0.8947
1558,Is there an elephant in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 1,True,['Yes'],yes,0.6333,0.6333
1558,Is there an elephant in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 2,True,['Yes'],yes,0.9773,0.9773
1558,Is there an elephant in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 3,True,['Yes'],yes,0.994,0.994
1559,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.8887,0.8887
1559,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9831,0.9831
1559,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.9979,0.9979
1559,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.9972,0.9972
1560,Is there a person in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 0,True,['No'],no,0.6548,0.6548
1560,Is there a person in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 1,True,['No'],no,0.5621,0.5621
1560,Is there a person in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 2,True,['Yes'],yes,0.9828,0.9828
1560,Is there a person in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 3,True,['Yes'],yes,0.9835,0.9835
1561,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.9532,0.9532
1561,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9867,0.9867
1561,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.9968,0.9968
1561,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.9969,0.9969
1562,Is there a kite in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 0,False,['Yes'],yes,0.5582,0.5582
1562,Is there a kite in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 1,False,['Yes'],yes,0.9123,0.9123
1562,Is there a kite in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 2,False,['Yes'],yes,0.9343,0.9343
1562,Is there a kite in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 3,False,['Yes'],yes,0.9748,0.9747
1563,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.9546,0.9546
1563,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9773,0.9773
1563,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.9895,0.9895
1563,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.9919,0.9919
1564,Is there an umbrella in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 0,True,['No'],no,0.8128,0.8128
1564,Is there an umbrella in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 1,True,['No'],no,0.9252,0.9252
1564,Is there an umbrella in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 2,True,['Yes'],yes,0.9283,0.9283
1564,Is there an umbrella in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 3,True,['Yes'],yes,0.9196,0.9196
1565,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.9399,0.9398
1565,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9609,0.9609
1565,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.9898,0.9898
1565,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.9942,0.9942
1566,Is there a person in the image?,yes,['No'],0.0,popular,Unknown,Stage 0,False,['No'],no,0.9196,0.9196
1566,Is there a person in the image?,yes,['No'],0.0,popular,Unknown,Stage 1,False,['No'],no,0.9539,0.9539
1566,Is there a person in the image?,yes,['No'],0.0,popular,Unknown,Stage 2,False,['No'],no,0.9796,0.9796
1566,Is there a person in the image?,yes,['No'],0.0,popular,Unknown,Stage 3,False,['No'],no,0.6653,0.6653
1567,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.8128,0.8128
1567,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9907,0.9907
1567,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.9956,0.9956
1567,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.9925,0.9925
1568,Is there a car in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 0,True,['No'],no,0.7634,0.7634
1568,Is there a car in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 1,True,['Yes'],yes,0.7662,0.7662
1568,Is there a car in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 2,True,['Yes'],yes,0.9752,0.9752
1568,Is there a car in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 3,True,['Yes'],yes,0.9787,0.9787
1569,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.793,0.793
1569,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9805,0.9805
1569,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.9831,0.9831
1569,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.9362,0.9362
1570,Is there a bus in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 0,True,['No'],no,0.7401,0.7401
1570,Is there a bus in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 1,True,['Yes'],yes,0.9466,0.9466
1570,Is there a bus in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 2,True,['Yes'],yes,0.9773,0.9773
1570,Is there a bus in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 3,True,['Yes'],yes,0.9848,0.9848
1571,Is there a cup in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.8288,0.8288
1571,Is there a cup in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9751,0.9751
1571,Is there a cup in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.9928,0.9928
1571,Is there a cup in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.9924,0.9924
1572,Is there a banana in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 0,True,['No'],no,0.874,0.8739
1572,Is there a banana in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 1,True,['Yes'],yes,0.9821,0.9821
1572,Is there a banana in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 2,True,['Yes'],yes,0.9943,0.9943
1572,Is there a banana in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 3,True,['Yes'],yes,0.9969,0.9969
1573,Is there a dining table in the image?,no,['Yes'],0.0,popular,Unknown,Stage 0,True,['No'],no,0.831,0.831
1573,Is there a dining table in the image?,no,['Yes'],0.0,popular,Unknown,Stage 1,True,['No'],no,0.9441,0.9441
1573,Is there a dining table in the image?,no,['Yes'],0.0,popular,Unknown,Stage 2,True,['No'],no,0.884,0.884
1573,Is there a dining table in the image?,no,['Yes'],0.0,popular,Unknown,Stage 3,True,['Yes'],yes,0.5078,0.5078
1574,Is there a person in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 0,True,['No'],no,0.9449,0.9449
1574,Is there a person in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 1,True,['No'],no,0.9632,0.9632
1574,Is there a person in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 2,True,['Yes'],yes,0.9857,0.9857
1574,Is there a person in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 3,True,['Yes'],yes,0.9904,0.9904
1575,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.8104,0.8104
1575,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.7852,0.7852
1575,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.9207,0.9207
1575,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.9643,0.9643
1576,Is there a bowl in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 0,True,['No'],no,0.8499,0.8498
1576,Is there a bowl in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 1,True,['Yes'],yes,0.8006,0.8006
1576,Is there a bowl in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 2,True,['Yes'],yes,0.8438,0.8438
1576,Is there a bowl in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 3,True,['Yes'],yes,0.9424,0.9424
1577,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.8198,0.8198
1577,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9637,0.9637
1577,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.6334,0.6334
1577,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.6688,0.6688
1578,Is there a person in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 0,True,['No'],no,0.9466,0.9465
1578,Is there a person in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 1,True,['Yes'],yes,0.9674,0.9674
1578,Is there a person in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 2,True,['Yes'],yes,0.9825,0.9825
1578,Is there a person in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 3,True,['Yes'],yes,0.9848,0.9848
1579,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.8558,0.8557
1579,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9946,0.9946
1579,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.9954,0.9954
1579,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.9959,0.9959
1580,Is there a bench in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 0,True,['No'],no,0.8006,0.8006
1580,Is there a bench in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 1,True,['No'],no,0.9314,0.9314
1580,Is there a bench in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 2,True,['Yes'],yes,0.7025,0.7025
1580,Is there a bench in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 3,True,['Yes'],yes,0.8824,0.8824
1581,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.8151,0.8151
1581,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9877,0.9877
1581,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.9941,0.9941
1581,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.994,0.994
1582,Is there a sports ball in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 0,True,['No'],no,0.7606,0.7605
1582,Is there a sports ball in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 1,True,['No'],no,0.8396,0.8396
1582,Is there a sports ball in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 2,True,['No'],no,0.6113,0.6113
1582,Is there a sports ball in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 3,True,['Yes'],yes,0.7248,0.7248
1583,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.8687,0.8687
1583,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9915,0.9915
1583,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.985,0.985
1583,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.9866,0.9866
1584,Is there a bowl in the image?,yes,['No'],0.0,popular,Unknown,Stage 0,False,['No'],no,0.8538,0.8538
1584,Is there a bowl in the image?,yes,['No'],0.0,popular,Unknown,Stage 1,False,['No'],no,0.9693,0.9692
1584,Is there a bowl in the image?,yes,['No'],0.0,popular,Unknown,Stage 2,False,['No'],no,0.8651,0.8651
1584,Is there a bowl in the image?,yes,['No'],0.0,popular,Unknown,Stage 3,False,['No'],no,0.8976,0.8976
1585,Is there a person in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.9553,0.9553
1585,Is there a person in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9966,0.9965
1585,Is there a person in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.9986,0.9985
1585,Is there a person in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.998,0.998
1586,Is there a couch in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 0,True,['No'],no,0.8375,0.8375
1586,Is there a couch in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 1,True,['No'],no,0.9229,0.9229
1586,Is there a couch in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 2,True,['Yes'],yes,0.6477,0.6477
1586,Is there a couch in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 3,True,['Yes'],yes,0.8006,0.8006
1587,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.8558,0.8558
1587,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9901,0.9901
1587,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.991,0.991
1587,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.9923,0.9923
1588,Is there a potted plant in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 0,True,['No'],no,0.808,0.808
1588,Is there a potted plant in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 1,True,['No'],no,0.7153,0.7153
1588,Is there a potted plant in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 2,True,['Yes'],yes,0.9219,0.9218
1588,Is there a potted plant in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 3,True,['Yes'],yes,0.8947,0.8947
1589,Is there a cup in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.8288,0.8288
1589,Is there a cup in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9424,0.9424
1589,Is there a cup in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.8079,0.8079
1589,Is there a cup in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.746,0.746
1590,Is there a person in the image?,yes,['No'],0.0,popular,Unknown,Stage 0,False,['No'],no,0.9553,0.9553
1590,Is there a person in the image?,yes,['No'],0.0,popular,Unknown,Stage 1,False,['No'],no,0.5038,0.5038
1590,Is there a person in the image?,yes,['No'],0.0,popular,Unknown,Stage 2,False,['No'],no,0.9073,0.9072
1590,Is there a person in the image?,yes,['No'],0.0,popular,Unknown,Stage 3,False,['No'],no,0.9399,0.9399
1591,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.8807,0.8807
1591,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9697,0.9697
1591,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.9913,0.9913
1591,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.9899,0.9899
1592,Is there a car in the image?,yes,['No'],0.0,popular,Unknown,Stage 0,False,['No'],no,0.8791,0.8791
1592,Is there a car in the image?,yes,['No'],0.0,popular,Unknown,Stage 1,False,['No'],no,0.9416,0.9416
1592,Is there a car in the image?,yes,['No'],0.0,popular,Unknown,Stage 2,False,['No'],no,0.9711,0.9711
1592,Is there a car in the image?,yes,['No'],0.0,popular,Unknown,Stage 3,False,['No'],no,0.9744,0.9744
1593,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.8871,0.8871
1593,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9511,0.9511
1593,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.9924,0.9924
1593,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.9906,0.9906
1594,Is there an elephant in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 0,True,['No'],no,0.9219,0.9219
1594,Is there an elephant in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 1,True,['Yes'],yes,0.8417,0.8417
1594,Is there an elephant in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 2,True,['Yes'],yes,0.9941,0.9941
1594,Is there an elephant in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 3,True,['Yes'],yes,0.9966,0.9966
1595,Is there a cup in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.8976,0.8976
1595,Is there a cup in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9626,0.9626
1595,Is there a cup in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.9923,0.9923
1595,Is there a cup in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.9915,0.9915
1596,Is there a backpack in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 0,True,['No'],no,0.793,0.793
1596,Is there a backpack in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 1,True,['No'],no,0.8687,0.8687
1596,Is there a backpack in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 2,True,['Yes'],yes,0.6859,0.6859
1596,Is there a backpack in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 3,True,['Yes'],yes,0.9732,0.9732
1597,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.8459,0.8458
1597,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9814,0.9814
1597,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.8962,0.8962
1597,Is there a dining table in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.9324,0.9324
1598,Is there a person in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 0,True,['No'],no,0.9362,0.9362
1598,Is there a person in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 1,True,['Yes'],yes,0.9511,0.9511
1598,Is there a person in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 2,True,['Yes'],yes,0.9854,0.9854
1598,Is there a person in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 3,True,['Yes'],yes,0.9867,0.9867
1599,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.8558,0.8558
1599,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9748,0.9748
1599,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 2,False,['No'],no,0.9833,0.9833
1599,Is there a car in the image?,no,['No'],1.0,popular,Unknown,Stage 3,False,['No'],no,0.9755,0.9755
1600,Is there a bench in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 0,True,['No'],no,0.7634,0.7634
1600,Is there a bench in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 1,True,['No'],no,0.8902,0.8902
1600,Is there a bench in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 2,True,['Yes'],yes,0.9891,0.9891
1600,Is there a bench in the image?,yes,['Yes'],1.0,popular,Unknown,Stage 3,True,['Yes'],yes,0.9922,0.9921
1601,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 0,False,['No'],no,0.8633,0.8633
1601,Is there a chair in the image?,no,['No'],1.0,popular,Unknown,Stage 1,False,['No'],no,0.9362,0.9362
