Doc ID,Question,Answer,Ground Truth,Prediction,Score,Category,L2 Category,Stage,Text Output,Cumulative Confidences
1313,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9647509456680848]
1314,Is there a laptop in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.7278953195618226]
1314,Is there a laptop in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.9758997560547426]
1314,Is there a laptop in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.9789900184677676]
1314,Is there a laptop in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.974393367867334]
1315,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.968351721863611]
1315,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9944264889763428]
1315,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9952988029526308]
1315,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9893094302223756]
1316,Is there a dining table in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.8651367426918579]
1316,Is there a dining table in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.6790711880730225]
1316,Is there a dining table in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.8651458622025086]
1316,Is there a dining table in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.916062831978662]
1317,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8687583209084107]
1317,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9719396234558656]
1317,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.990104138951166]
1317,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9913859368370608]
1318,Is there a chair in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.8790757061050964]
1318,Is there a chair in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],[0.6858767868088318]
1318,Is there a chair in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.810426652531488]
1318,Is there a chair in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.8705559969948364]
1319,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8871271015213562]
1319,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9004358650253845]
1319,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9578498006867006]
1319,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.973997175793512]
1320,Is there a chair in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.9004542828606201]
1320,Is there a chair in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.6548292637871338]
1320,Is there a chair in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.9668768645332886]
1320,Is there a chair in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.9854713679359988]
1321,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8756920696304871]
1321,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9845408202217651]
1321,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.994919240574701]
1321,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.988642990689142]
1322,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.9085622430847716]
1322,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.9293648601578308]
1322,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.9735589028404786]
1322,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.9796034694717958]
1323,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8961798549698425]
1323,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9845423699425294]
1323,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9915282727287844]
1323,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.989476204018457]
1324,Is there a laptop in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.7980908752487731]
1324,Is there a laptop in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.9913898111389712]
1324,Is there a laptop in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.9948297143982484]
1324,Is there a laptop in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.995845139126642]
1325,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8823366762207581]
1325,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9532095194862916]
1325,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9819723964737488]
1325,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9637137652443484]
1326,Is there a tv in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 0,['No'],[0.8266116381691528]
1326,Is there a tv in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 1,['Yes'],[0.7490077615784241]
1326,Is there a tv in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 2,['No'],[0.6547710300491882]
1326,Is there a tv in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 3,['No'],[0.9313759804771972]
1327,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.9424614311264587]
1327,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9904133678482604]
1327,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.997866988282068]
1327,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9969893098877504]
1328,Is there a mouse in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.8990439773605896]
1328,Is there a mouse in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],[0.733992099861963]
1328,Is there a mouse in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.6824663282440735]
1328,Is there a mouse in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.9004437924431397]
1329,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8669571281479431]
1329,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9805393219994142]
1329,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9896337986992432]
1329,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9935820103691652]
1330,Is there a laptop in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.7633861900375916]
1330,Is there a laptop in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],[0.6296805740402771]
1330,Is there a laptop in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.7930394412087036]
1330,Is there a laptop in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.9735724926994874]
1331,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8651230932282044]
1331,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.8576391340302063]
1331,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9723547102020814]
1331,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9780043960617616]
1332,Is there a person in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 0,['No'],[0.952542245488031]
1332,Is there a person in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 1,['No'],[0.9894903303192688]
1332,Is there a person in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 2,['No'],[0.9004738331841065]
1332,Is there a person in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 3,['No'],[0.9389733673142028]
1333,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8947163225220276]
1333,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9875367284821108]
1333,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9926301241921022]
1333,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.995150685410364]
1334,Is there a cell phone in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 0,['No'],[0.6825052500771118]
1334,Is there a cell phone in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 1,['No'],[0.861442506413324]
1334,Is there a cell phone in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 2,['No'],[0.916024923424585]
1334,Is there a cell phone in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 3,['No'],[0.9578486681984496]
1335,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.9059308172272278]
1335,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.916036605934961]
1335,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9706428648041322]
1335,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9539020658539368]
1336,Is there a bus in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.8651593328522278]
1336,Is there a bus in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.9835712910698488]
1336,Is there a bus in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.9822624922798708]
1336,Is there a bus in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.9899669886635376]
1337,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.882361650566919]
1337,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9626220465706422]
1337,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9727785588310792]
1337,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9751644135521486]
1338,Is there a handbag in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 0,['No'],[0.87570720921026]
1338,Is there a handbag in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 1,['No'],[0.7877917886780335]
1338,Is there a handbag in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 2,['No'],[0.5925881267593933]
1338,Is there a handbag in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 3,['No'],[0.6858631373451781]
1339,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.9808568955467776]
1339,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9954411984489993]
1339,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9981160164879396]
1339,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9986602068947388]
1340,Is there a dining table in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 0,['No'],[0.8855492473648621]
1340,Is there a dining table in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 1,['No'],[0.8174199462936951]
1340,Is there a dining table in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 2,['Yes'],[0.5427922607468201]
1340,Is there a dining table in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 3,['No'],[0.675683856110437]
1341,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.916048526863916]
1341,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9796254039810732]
1341,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9921561480568484]
1341,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9973926545189454]
1342,Is there a suitcase in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.83324134359823]
1342,Is there a suitcase in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.6512527466820313]
1342,Is there a suitcase in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.944940984349115]
1342,Is there a suitcase in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.957239031891687]
1343,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8902238012360169]
1343,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.6991503239677979]
1343,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.8220905662582947]
1343,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9407273531960084]
1344,Is there a car in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.7661944628761841]
1344,Is there a car in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],[0.927282691101892]
1344,Is there a car in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.6038613320396973]
1344,Is there a car in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.8243851662682129]
1345,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8961860538528992]
1345,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9333523512886596]
1345,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9886298180626464]
1345,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.8886818290756775]
1346,Is there a truck in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.6892133952187134]
1346,Is there a truck in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],[0.8823276163147522]
1346,Is there a truck in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.8538422585533691]
1346,Is there a truck in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.927311897377832]
1347,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8103663922356201]
1347,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.7877992988632752]
1347,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.8127582670258118]
1347,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.8823385835693909]
1348,Is there an orange in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.5232979656265808]
1348,Is there an orange in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.6476186514900757]
1348,Is there an orange in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.6617579461144043]
1348,Is there an orange in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.9849676490830018]
1349,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.7825595737503601]
1349,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.8932129741715027]
1349,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.5582503081368043]
1349,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.8288543821381165]
1350,Is there a truck in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.7460674644516541]
1350,Is there a truck in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],[0.6512719393776489]
1350,Is there a truck in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.515575647454126]
1350,Is there a truck in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.7930626274155212]
1351,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.9283679128693176]
1351,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9799339772270752]
1351,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9852168561028076]
1351,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9940562249229982]
1352,Is there a couch in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.8871182800339295]
1352,Is there a couch in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],[0.5620856286095215]
1352,Is there a couch in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.6038456560181213]
1352,Is there a couch in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.8030894995735718]
1353,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8518646956490112]
1353,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9590840936707092]
1353,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.969736099343164]
1353,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.8990415931747986]
1354,Is there a car in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.7309924961136415]
1354,Is there a car in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],[0.8807515502976013]
1354,Is there a car in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.7121751309441163]
1354,Is there a car in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.7248092890785768]
1355,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.853827715020044]
1355,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9796114564941956]
1355,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9930648208664492]
1355,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9904025794075564]
1356,Is there a person in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 0,['No'],[0.8790790439652039]
1356,Is there a person in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 1,['No'],[0.984790861706598]
1356,Is there a person in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 2,['No'],[0.9901212454842164]
1356,Is there a person in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 3,['No'],[0.9416000844048096]
1357,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.7024346591042114]
1357,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.986738920311792]
1357,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.995296895603998]
1357,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9963860512779786]
1358,Is there a train in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.6512916685150696]
1358,Is there a train in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.9886433483170104]
1358,Is there a train in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.99571830044256]
1358,Is there a train in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.9963343144463136]
1359,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.6925509573029114]
1359,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9773294330643252]
1359,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.993687927822931]
1359,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9941577912376954]
1360,Is there a car in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 0,['No'],[0.7153393031166627]
1360,Is there a car in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 1,['No'],[0.5963503123329712]
1360,Is there a car in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 2,['No'],[0.6369577647255493]
1360,Is there a car in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 3,['No'],[0.5194796920822693]
1361,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.7400587798164917]
1361,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9811154604958132]
1361,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9944956899689272]
1361,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9968005419777468]
1362,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.8354154826210571]
1362,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.8221035600708557]
1362,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.9625938535736634]
1362,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.9743504525230958]
1363,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.7904365063713623]
1363,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9856823087738588]
1363,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9915191532181336]
1363,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9927343131111696]
1364,Is there a horse in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.803094208340509]
1364,Is there a horse in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.7278954387711122]
1364,Is there a horse in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['No'],[0.8375237585114075]
1364,Is there a horse in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.8790932298706604]
1365,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.7460500598953796]
1365,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9731917382286622]
1365,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.973990261654718]
1365,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9663581253098084]
1366,Is there a cow in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 0,['No'],[0.8175004721687866]
1366,Is there a cow in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 1,['No'],[0.7216384411858155]
1366,Is there a cow in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 2,['No'],[0.8417177797363831]
1366,Is there a cow in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 3,['No'],[0.97398978481756]
1367,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8005963564919067]
1367,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9673662186668948]
1367,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.8705288768814636]
1367,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9840654731796816]
1368,Is there a broccoli in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.8395960928009583]
1368,Is there a broccoli in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.974758505921228]
1368,Is there a broccoli in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.9739711285637452]
1368,Is there a broccoli in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.9957589508102968]
1369,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.946550726990564]
1369,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9899661541985108]
1369,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9911262393997744]
1369,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.960306227307184]
1370,Is there a fork in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.8632898927734924]
1370,Is there a fork in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],[0.8932263852165772]
1370,Is there a fork in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.8932598830269409]
1370,Is there a fork in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.8221215010689331]
1371,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8871179820107056]
1371,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9867491127060488]
1371,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9875305892036988]
1371,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9805235267685488]
1372,Is there a laptop in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.7689791918800905]
1372,Is there a laptop in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.9283649326370788]
1372,Is there a laptop in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.9909886718796326]
1372,Is there a laptop in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.994512438874109]
1373,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8651302457855774]
1373,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.8774067760513855]
1373,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9389719368027284]
1373,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9773340822266176]
1374,Is there a backpack in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.8871220351265503]
1374,Is there a backpack in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],[0.7278411389397218]
1374,Is there a backpack in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.8976167441414429]
